UniqueCarrier,FlightNum,Origin,Dest,Distance,DayOfWeek,DayofMonth,Month,Year,CRSElapsedTime,ActualElapsedTime,ArrDelay,DepDelay,TaxiIn,TaxiOut,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
DH,7995,IAD,TYS,419,5,11,7,2003,119,106,105,118,4,6,105,0,0,0,0
US,1094,PHL,BOS,280,3,18,1,2006,74,79,28,23,5,9,0,0,5,0,23
CO,1138,DFW,EWR,1372,4,9,2,2006,208,240,30,-2,6,28,0,0,30,0,0
XE,2136,CLE,SYR,317,1,18,9,2006,67,67,80,80,6,15,80,0,0,0,0
OH,5643,CMH,RSW,930,3,27,2,2008,164,158,169,175,6,13,0,0,0,0,169
NW,1777,PHL,DTW,453,4,11,8,2005,107,95,38,50,6,12,10,0,0,0,28
XE,2601,EWR,XNA,1130,5,24,12,2004,205,217,15,3,8,17,0,0,15,0,0
YV,7060,DEN,COD,392,6,6,9,2008,112,136,22,-2,4,14,0,0,22,0,0
AS,58,SIT,SEA,862,4,16,6,2005,134,140,15,9,6,12,9,0,6,0,0
US,1030,PHL,BOS,280,3,12,10,2005,88,107,46,27,7,32,0,0,19,0,27
MQ,4052,MIA,CLT,650,5,25,1,2008,125,135,89,79,6,11,28,0,10,0,51
OO,6789,SFO,RNO,192,2,2,12,2003,56,52,15,19,5,16,15,0,0,0,0
US,984,IND,PHL,587,5,21,5,2004,106,125,18,-1,2,13,0,0,18,0,0
WN,34,HOU,DAL,239,7,25,11,2007,55,48,19,26,3,9,9,0,0,0,10
WN,3855,LAX,LAS,236,5,9,5,2008,70,62,41,49,6,7,0,0,13,0,28
XE,2811,CLT,IAH,913,2,11,1,2005,154,185,29,-2,10,22,0,0,29,0,0
WN,2721,LAS,SJC,386,3,26,3,2008,80,75,103,108,3,7,0,0,0,0,103
NW,713,MSP,JFK,1028,6,28,6,2008,172,179,45,38,12,28,0,26,7,0,12
YV,7189,CLT,IAD,321,5,12,12,2008,81,92,44,33,7,36,0,0,11,0,33
HP,745,CMH,LAS,1772,4,1,1,2004,264,285,21,0,4,22,0,0,21,0,0
US,1675,BOS,CLT,728,5,1,12,2006,136,150,17,3,4,15,0,0,17,0,0
MQ,4135,MSN,ORD,109,7,12,12,2004,46,68,69,47,8,26,0,0,66,0,3
DL,223,ATL,DEN,1199,6,28,6,2003,178,181,15,12,9,10,9,0,3,0,3
AS,30,ANC,PDX,1542,4,25,12,2008,212,181,46,77,3,17,46,0,0,0,0
UA,59,SFO,KOA,2367,5,22,8,2008,319,297,119,141,5,14,14,0,0,0,105
WN,1864,SJC,SEA,697,7,21,8,2005,120,104,29,45,4,5,3,0,0,0,26
AA,744,SNA,DFW,1205,3,29,12,2004,172,191,19,0,32,10,0,0,19,0,0
TZ,158,MDW,BOS,861,4,3,6,2004,137,169,32,0,5,40,0,0,32,0,0
B6,215,JFK,LGB,2465,7,9,1,2005,375,398,31,8,4,18,8,0,23,0,0
WN,2410,BWI,MDW,611,7,18,5,2008,115,127,53,41,5,16,41,0,12,0,0
B6,278,SAN,SLC,626,2,19,2,2008,114,111,25,28,3,24,0,0,0,0,25
WN,648,SAN,OAK,446,3,20,7,2005,85,85,20,20,4,20,13,0,0,0,7
DL,1253,ATL,MLB,443,5,21,3,2008,87,101,81,67,5,36,67,0,14,0,0
AA,1422,MIA,BNA,806,1,7,6,2004,142,136,32,38,8,18,0,2,0,0,30
NW,1189,LGA,DTW,501,5,5,3,2004,115,115,148,148,7,14,6,0,0,0,142
OH,5129,CVG,TUL,646,3,2,4,2008,127,132,19,14,11,12,14,0,5,0,0
UA,245,IAH,DEN,861,5,25,6,2004,141,165,31,7,7,11,0,7,24,0,0
AA,738,DFW,LGA,1389,7,20,4,2008,209,234,50,25,13,25,0,0,50,0,0
FL,1728,MEM,ATL,332,7,11,1,2004,75,93,59,41,10,11,41,0,18,0,0
AA,1282,DFW,SAT,247,1,5,5,2008,65,88,82,59,8,24,3,0,23,0,56
XE,2099,EWR,MEM,946,4,19,6,2003,169,188,16,-3,6,26,0,0,16,0,0
OH,5690,EWR,CVG,569,5,18,11,2005,128,164,59,23,3,56,0,0,59,0,0
US,962,ORD,PHL,678,2,15,7,2003,121,136,20,5,4,39,0,0,20,0,0
B6,206,LGB,JFK,2465,6,23,4,2005,310,329,15,-4,13,14,0,0,15,0,0
CO,1175,EWR,ORD,719,2,9,9,2008,163,297,141,7,11,117,0,0,141,0,0
UA,1234,ORD,PVD,849,5,1,7,2005,136,120,75,91,4,10,36,0,0,0,39
UA,566,ORD,ATL,606,3,4,1,2006,127,108,16,35,6,15,13,0,0,0,3
MQ,4900,CLT,LGA,544,2,17,4,2007,115,164,125,76,8,48,0,0,125,0,0
WN,3081,SNA,OAK,371,6,30,6,2007,75,69,56,62,5,7,54,0,0,0,2
AS,138,ANC,AKN,289,4,30,6,2005,68,76,26,18,5,16,5,0,8,0,13
NW,1769,RIC,DTW,456,3,31,8,2005,102,118,18,2,18,19,0,0,18,0,0
AA,670,DFW,MCI,460,2,27,1,2004,88,94,26,20,6,15,20,0,6,0,0
US,196,MCO,PHL,861,6,29,4,2006,141,141,37,37,4,13,0,0,0,0,37
XE,2413,VPS,IAH,510,2,27,6,2006,107,103,21,25,8,13,0,0,0,0,21
UA,281,IAD,ORD,589,7,5,6,2005,137,146,309,300,17,28,191,0,9,0,109
DL,1561,EWR,ATL,745,5,21,9,2007,152,153,24,23,12,40,0,0,1,0,23
MQ,4058,JAN,ORD,677,5,15,12,2006,130,142,173,161,9,23,13,0,12,0,148
UA,343,BWI,ORD,622,1,4,7,2005,128,140,175,163,6,45,0,0,170,0,5
UA,896,ORD,PHL,678,6,16,7,2005,148,163,152,137,13,54,0,0,152,0,0
XE,2227,EWR,PWM,284,6,12,3,2005,72,71,17,18,4,12,17,0,0,0,0
WN,1607,PHL,MDW,668,2,10,7,2007,145,112,163,196,7,9,0,0,0,0,163
NW,948,MEM,MKE,556,4,23,12,2004,97,93,69,73,4,19,0,0,23,0,46
DL,569,IAD,SLC,1827,4,16,9,2004,266,295,28,-1,4,32,0,0,28,0,0
MQ,3943,XNA,ORD,522,1,4,2,2008,95,95,32,32,5,9,0,0,32,0,0
HP,488,PHX,DEN,602,5,8,10,2004,112,117,17,12,6,22,12,0,5,0,0
XE,2130,CLE,CLT,430,3,2,6,2004,92,86,82,88,4,13,0,0,0,0,82
AA,850,SJC,DFW,1438,2,31,8,2004,215,221,90,84,9,22,67,0,6,0,17
OH,6408,CVG,SYR,527,1,29,12,2008,97,87,15,25,7,12,15,0,0,0,0
WN,2726,SAN,PHX,304,4,21,8,2008,75,69,16,22,4,12,0,0,0,0,16
UA,684,ORD,MHT,843,3,18,5,2005,143,135,103,111,4,29,103,0,0,0,0
OO,5905,ABE,ORD,654,4,22,11,2007,137,146,25,16,12,18,0,0,0,0,25
MQ,4021,ORD,SWF,714,5,19,1,2007,115,105,84,94,5,14,5,0,0,0,79
WN,1441,PDX,SMF,479,4,18,10,2007,80,84,38,34,4,12,1,0,4,0,33
AA,1271,ORD,STL,258,4,25,11,2004,81,52,84,113,4,9,0,0,0,0,84
US,1569,PHL,BWI,90,5,5,9,2008,64,112,41,-7,3,81,0,0,41,0,0
OO,6258,MFR,SFO,329,3,14,2,2007,97,99,18,16,4,24,18,0,0,0,0
YV,7121,MDT,IAD,94,3,20,8,2008,46,43,61,64,5,14,61,0,0,0,0
XE,2040,IAH,CRP,201,3,26,4,2006,60,62,29,27,4,18,27,0,2,0,0
AA,177,JFK,SFO,2586,1,13,2,2006,392,397,32,27,26,40,0,27,5,0,0
AA,1523,LGA,MIA,1097,5,1,12,2006,195,211,16,0,11,26,0,0,16,0,0
CO,1618,EWR,TPA,998,2,5,8,2003,177,178,382,381,5,42,103,0,1,0,278
US,731,PHL,LAS,2176,2,10,7,2007,324,320,335,339,5,35,15,0,0,0,320
HP,285,ORD,PHX,1440,1,5,1,2004,230,237,29,22,5,15,16,0,7,0,6
OO,5525,SMF,SFO,86,7,7,12,2008,47,54,133,126,5,17,0,0,7,0,126
NW,941,MEM,BHM,211,7,11,11,2007,56,52,39,43,4,11,39,0,0,0,0
DL,1175,SLC,SEA,689,5,18,7,2008,132,153,17,-4,30,24,0,0,17,0,0
OH,5063,JFK,CMH,483,1,4,2,2008,129,180,41,-10,3,84,0,0,41,0,0
NW,1411,DTW,MDW,229,4,30,12,2004,73,78,20,15,6,19,0,15,5,0,0
EV,4926,JFK,ATL,760,7,8,6,2008,183,134,189,238,6,23,0,189,0,0,0
AA,2031,JFK,MIA,1090,4,17,2,2005,195,208,15,2,23,43,0,0,15,0,0
AA,508,DFW,IND,762,4,6,4,2006,125,133,50,42,7,12,0,7,8,0,35
AS,386,SEA,SFO,679,4,27,1,2005,128,144,32,16,5,9,16,0,16,0,0
WN,1676,SFO,LAX,337,4,30,10,2008,80,76,47,51,5,17,0,0,0,0,47
DL,1207,BOS,ATL,946,4,23,3,2006,185,159,83,109,9,11,83,0,0,0,0
XE,2844,IAH,MCI,643,6,15,11,2008,110,135,24,-1,7,17,0,0,24,0,0
OO,3688,SLC,SUN,223,5,25,3,2005,68,65,19,22,3,17,0,0,0,0,19
AA,1099,JFK,MIA,1090,5,15,6,2007,179,219,55,15,9,70,0,0,55,0,0
FL,468,ATL,BWI,576,1,9,7,2007,105,122,90,73,7,31,0,0,17,0,73
B6,511,EWR,FLL,1065,6,12,4,2008,185,178,69,76,2,18,0,0,0,0,69
AA,1032,DFW,MCI,460,6,6,1,2007,90,71,15,34,2,11,4,0,0,0,11
NW,1421,MEM,STL,256,7,10,8,2008,74,73,34,35,6,20,34,0,0,0,0
FL,1763,PHF,ATL,508,1,17,10,2005,104,125,27,6,6,24,0,0,21,0,6
XE,2498,CLE,ORD,316,4,5,2,2004,85,102,28,11,13,28,0,0,28,0,0
WN,3971,PHL,PVD,238,6,27,12,2008,65,66,49,48,5,12,0,0,1,0,48
DH,1229,PIT,IAD,183,5,28,1,2005,65,62,84,87,5,19,0,0,0,0,84
DL,1217,BOS,ATL,946,4,10,8,2006,177,208,86,55,24,23,45,0,31,0,10
WN,2059,LAS,BUR,223,1,21,3,2005,60,60,60,60,2,13,6,0,0,0,54
WN,1145,RNO,SJC,188,7,19,3,2006,55,52,17,20,2,7,2,0,0,0,15
MQ,4027,ORD,GRB,174,7,7,3,2004,50,49,15,16,3,13,15,0,0,0,0
MQ,4908,JAX,LGA,834,1,23,10,2006,145,140,32,37,12,27,0,0,22,0,10
WN,1752,AUS,LBB,341,6,13,10,2007,70,64,28,34,4,10,0,0,0,0,28
NW,1417,DTW,MDW,229,7,2,11,2003,66,86,55,35,3,32,0,35,20,0,0
FL,808,MCO,CLT,468,4,15,3,2007,90,120,39,9,7,30,9,0,30,0,0
UA,424,DEN,DTW,1123,4,22,7,2004,162,163,83,82,10,18,0,36,1,0,46
WN,1200,PHX,ABQ,328,1,21,11,2005,65,59,18,24,3,7,1,0,0,0,17
HP,662,PHX,SNA,338,1,4,10,2004,82,71,55,66,5,12,4,0,0,0,51
MQ,4735,RDU,LGA,431,4,9,10,2008,105,100,70,75,6,19,0,0,41,0,29
WN,2022,OAK,LAX,337,2,25,5,2004,70,61,21,30,4,6,20,0,0,0,1
B6,174,SJC,JFK,2569,7,7,10,2007,500,530,39,9,19,13,0,0,30,0,9
OO,5566,SFO,FAT,158,6,8,3,2008,62,53,19,28,2,16,0,0,0,0,19
DL,467,DCA,ATL,547,3,29,8,2007,113,126,139,126,28,14,0,0,139,0,0
OO,3987,GEG,SLC,546,2,29,1,2008,96,119,20,-3,6,38,0,0,0,0,20
AS,424,SEA,SNA,978,1,18,8,2003,158,159,57,56,7,11,56,0,1,0,0
MQ,3753,DFW,LFT,351,6,23,8,2008,80,78,27,29,8,13,0,27,0,0,0
NW,161,MSP,SEA,1399,2,19,7,2005,219,237,16,-2,7,29,0,0,16,0,0
WN,1080,BNA,MDW,395,1,13,8,2007,80,86,28,22,11,8,0,0,6,0,22
DL,1035,MCO,SLC,1929,7,24,6,2007,268,287,27,8,6,35,0,0,19,0,8
NW,1050,MSP,PIT,726,3,28,7,2004,121,108,26,39,4,8,23,0,0,0,3
WN,67,BWI,PIT,210,7,30,9,2007,60,45,26,41,3,8,13,0,0,0,13
XE,3239,ELP,IAH,667,3,29,3,2006,110,118,76,68,9,11,0,68,8,0,0
WN,1007,OAK,SAN,446,3,13,2,2008,85,69,100,116,4,7,100,0,0,0,0
NW,892,DTW,PBI,1087,1,2,8,2004,162,167,58,53,16,11,18,0,5,0,35
MQ,4169,ORD,RIC,642,7,22,1,2006,111,109,24,26,5,11,0,0,2,0,22
WN,1534,BUR,PHX,369,5,12,1,2007,90,80,19,29,7,7,0,0,0,0,19
NW,177,LGA,MEM,963,7,8,4,2007,179,171,36,44,8,11,6,0,0,0,30
EV,4356,ATL,DHN,171,2,26,6,2007,48,60,47,35,4,26,35,0,12,0,0
NW,1461,MSP,STL,449,2,18,9,2007,102,115,41,28,12,34,28,0,13,0,0
CO,1456,EWR,LAS,2227,2,8,11,2005,343,373,33,3,8,23,0,0,33,0,0
9E,5725,GRR,MEM,591,7,7,1,2007,114,151,33,-4,15,26,0,0,33,0,0
EV,5532,MYR,ATL,317,1,1,12,2008,106,99,20,27,5,6,7,0,0,0,13
YV,6251,DRO,PHX,351,3,29,3,2006,105,105,20,20,5,5,20,0,0,0,0
AA,1475,MIA,ORD,1197,6,4,6,2005,194,187,125,132,11,24,0,0,125,0,0
DL,1241,EWR,ATL,745,7,3,12,2006,171,151,121,141,7,21,121,0,0,0,0
NW,1637,BIS,MSP,386,5,12,10,2007,87,107,15,-5,7,24,0,0,15,0,0
WN,326,LAS,TUS,365,3,22,12,2004,75,80,60,55,15,11,0,0,5,0,55
UA,1240,DEN,CLE,1201,2,10,6,2003,166,155,77,88,5,8,11,0,0,0,66
NW,1514,STL,MEM,256,4,24,5,2007,72,97,25,0,9,24,0,0,25,0,0
MQ,4677,RDU,BDL,532,4,17,1,2008,95,82,29,42,5,8,1,0,0,0,28
UA,695,LGA,ORD,733,5,16,6,2006,151,116,38,73,4,10,0,0,0,0,38
AA,1762,MIA,ATL,595,1,17,12,2007,120,114,27,33,11,12,4,0,0,0,23
CO,1139,EWR,DFW,1372,2,23,1,2007,249,275,22,-4,6,23,0,0,22,0,0
WN,2644,PHX,BNA,1448,7,30,10,2005,185,212,27,0,5,30,0,0,27,0,0
9E,5702,GSP,MEM,441,5,2,2,2007,98,111,28,15,8,15,15,0,13,0,0
MQ,4323,CVG,ORD,264,3,12,12,2007,75,81,32,26,7,20,0,0,6,0,26
HP,568,MCO,PHX,1848,4,16,12,2004,282,291,37,28,9,12,7,0,9,0,21
OO,3800,SLC,BFL,534,7,31,7,2005,95,101,18,12,4,12,18,0,0,0,0
US,435,CLE,PHX,1737,3,7,3,2007,273,341,63,-5,6,78,0,0,63,0,0
MQ,4178,RIC,ORD,642,2,5,6,2007,130,131,30,29,5,13,21,0,1,0,8
FL,685,ATL,ICT,781,3,1,6,2005,135,138,33,30,8,29,0,0,3,0,30
WN,2394,MDW,ISP,765,7,1,1,2006,120,125,20,15,5,15,0,0,5,0,15
WN,3424,MSY,HOU,303,3,19,10,2005,65,58,52,59,2,4,14,0,0,0,38
DL,1849,PHL,ATL,665,4,16,8,2007,148,157,41,32,8,51,0,0,9,0,32
AS,61,YAK,CDV,213,6,20,12,2008,52,48,136,140,4,9,0,0,0,0,136
UA,121,ORD,LAX,1745,4,10,3,2005,260,258,21,23,12,22,21,0,0,0,0
US,1748,DFW,CLT,936,5,27,4,2007,142,133,24,33,5,9,17,0,0,0,7
AA,205,JFK,SAN,2446,7,8,2,2004,366,407,35,-6,4,61,0,0,35,0,0
CO,1265,IAH,RNO,1530,2,23,12,2003,237,280,51,8,7,51,8,0,43,0,0
XE,2097,DTW,EWR,487,6,22,9,2007,120,102,49,67,10,11,0,0,49,0,0
XE,2443,VPS,IAH,510,1,4,4,2005,115,111,16,20,9,12,0,0,0,0,16
UA,1469,MCO,DEN,1545,3,15,8,2007,227,227,20,20,5,16,20,0,0,0,0
AA,374,ORD,LGA,733,1,26,1,2004,121,140,31,12,9,40,0,12,19,0,0
NW,649,DTW,LAN,74,4,7,12,2006,39,37,52,54,7,11,52,0,0,0,0
AA,1826,SAN,DFW,1171,1,15,9,2008,165,159,22,28,4,8,13,0,0,0,9
9E,2914,CMH,DTW,155,2,1,4,2008,69,83,73,59,10,19,0,0,14,0,59
MQ,4070,ORD,MDT,594,1,12,1,2004,105,102,27,30,2,23,0,0,0,0,27
WN,133,OAK,MCI,1489,6,19,2,2005,200,215,15,0,5,30,0,0,15,0,0
WN,1424,OAK,SNA,371,7,22,10,2006,85,79,15,21,4,8,7,0,0,0,8
OH,5303,TLH,ATL,223,3,7,1,2004,65,65,35,35,12,6,35,0,0,0,0
WN,2028,SAN,OAK,446,2,30,12,2003,90,90,40,40,5,20,40,0,0,0,0
WN,1636,HOU,DAL,239,3,24,11,2004,55,56,16,15,2,13,15,0,1,0,0
NW,228,DTW,DCA,405,4,27,1,2005,81,90,83,74,3,30,74,0,9,0,0
HP,287,PHX,SJC,621,6,8,1,2005,115,120,43,38,5,14,7,0,5,0,31
DL,2452,PBI,JFK,1028,6,16,8,2003,159,195,32,-4,46,12,0,0,32,0,0
MQ,3712,CVG,DFW,812,4,15,5,2008,150,171,47,26,10,14,4,0,21,0,22
OO,6182,SBA,SFO,262,3,12,7,2006,73,76,67,64,3,7,0,0,67,0,0
US,1233,LGA,CLT,544,5,18,1,2008,125,153,25,-3,4,41,0,0,25,0,0
MQ,4638,RDU,DCA,227,1,18,10,2004,65,57,40,48,4,13,39,0,0,0,1
AA,1703,AUS,SJC,1476,6,15,4,2006,218,221,24,21,4,7,2,0,3,0,19
EV,4277,ATL,CAE,191,1,13,3,2006,54,65,25,14,4,30,14,0,11,0,0
B6,1280,RIC,BOS,474,4,4,10,2007,90,121,29,-2,5,46,0,0,29,0,0
YV,7279,CAE,IAD,401,7,28,1,2007,84,145,60,-1,75,17,0,0,60,0,0
DL,861,ATL,FLL,581,7,30,11,2008,106,168,123,61,12,40,0,3,62,0,58
MQ,3807,DFW,MLI,691,3,25,6,2008,120,115,17,22,4,12,10,0,0,0,7
DL,473,ATL,JAX,270,3,15,11,2006,70,85,16,1,10,30,0,0,16,0,0
OO,6385,SFO,BOI,522,7,6,3,2005,98,90,197,205,6,11,197,0,0,0,0
NW,230,DTW,DCA,405,5,14,4,2006,82,73,25,34,4,13,11,0,0,0,14
UA,591,DEN,SEA,1024,1,29,1,2007,174,173,22,23,5,14,0,0,0,0,22
OH,5780,CVG,GRB,416,4,5,2,2004,90,81,19,28,2,19,0,19,0,0,0
AA,2065,DFW,DEN,641,4,23,12,2004,122,131,25,16,9,25,16,0,9,0,0
US,1497,PVD,PHL,238,5,22,12,2006,77,103,98,72,9,33,0,0,48,0,50
US,2197,BOS,LGA,185,2,5,6,2007,70,90,18,-2,6,20,0,0,18,0,0
CO,1288,IAH,DTW,1076,1,24,11,2003,168,175,49,42,8,20,42,0,7,0,0
DL,1840,RNO,ATL,1993,5,14,1,2005,257,297,38,-2,10,51,0,0,38,0,0
NW,1682,DTW,FNT,56,7,19,2,2006,38,39,17,16,5,18,16,0,1,0,0
OO,5829,ORD,PIT,412,5,27,4,2007,82,81,15,16,6,16,15,0,0,0,0
DL,346,HSV,ATL,151,3,29,6,2005,58,50,53,61,7,10,0,0,0,0,53
YV,6257,PHX,DRO,351,4,12,1,2006,97,113,15,-1,11,12,0,0,15,0,0
OO,6388,SFO,BOI,522,1,13,6,2005,88,82,43,49,4,11,43,0,0,0,0
AS,15,BOS,SEA,2496,4,29,5,2008,358,379,30,9,5,33,9,0,21,0,0
DL,503,FLL,SLC,2083,1,8,5,2006,301,314,30,17,5,19,0,0,30,0,0
B6,3,JFK,FLL,1069,3,18,1,2006,170,188,50,32,4,13,4,0,18,0,28
WN,687,STL,TUL,351,2,14,11,2006,75,73,35,37,3,9,35,0,0,0,0
AA,882,MIA,LGA,1097,5,20,6,2008,175,155,146,166,5,12,0,0,0,0,146
DL,470,LEX,CVG,70,6,27,9,2003,40,32,37,45,6,9,37,0,0,0,0
UA,1520,PHX,SFO,651,3,18,6,2008,128,132,16,12,15,14,8,0,4,0,4
F9,419,MDW,DEN,895,2,15,5,2007,155,157,28,26,12,18,0,0,2,0,26
XE,2870,BNA,IAH,657,6,2,2,2008,134,123,102,113,6,12,102,0,0,0,0
NW,832,DTW,ROC,296,2,28,2,2006,69,69,17,17,10,8,17,0,0,0,0
AA,1626,DFW,BNA,631,6,22,12,2007,105,103,68,70,9,18,68,0,0,0,0
HP,411,JFK,SFO,2586,4,29,1,2004,380,402,15,-7,5,39,0,0,15,0,0
WN,258,BNA,PHX,1448,6,28,6,2003,210,205,33,38,6,8,24,0,0,0,9
WN,1498,LAX,ELP,714,7,22,2,2004,105,108,103,100,2,10,0,0,3,0,100
EV,4288,SLC,OKC,866,2,23,5,2006,133,157,52,28,6,41,28,0,24,0,0
MQ,4334,ORD,ATL,606,1,13,10,2008,115,117,41,39,6,16,36,0,2,0,3
AA,836,MIA,BOS,1258,7,15,1,2006,191,198,38,31,4,14,31,0,7,0,0
WN,2946,LAX,PHX,370,3,10,8,2005,75,75,25,25,5,10,2,0,0,0,23
OO,6632,DEN,SGF,637,5,26,1,2007,100,104,25,21,2,21,25,0,0,0,0
UA,1424,LAS,DEN,629,6,25,6,2005,111,115,52,48,7,13,48,0,4,0,0
AA,2271,BOS,MIA,1258,4,2,8,2007,195,201,29,23,16,14,23,0,6,0,0
US,1071,PHL,SJU,1576,5,13,4,2007,229,264,45,10,25,59,10,0,35,0,0
FL,213,CAK,ATL,528,2,12,6,2007,101,112,76,65,9,11,0,0,11,0,65
MQ,3687,DFW,BTR,383,5,27,7,2007,80,99,16,-3,23,17,0,0,16,0,0
NW,834,DTW,ROC,296,2,15,3,2005,65,65,64,64,6,16,64,0,0,0,0
NW,1189,LGA,DTW,501,3,17,3,2004,115,138,27,4,7,52,0,0,27,0,0
XE,2351,BDL,CLE,475,5,17,10,2003,108,137,27,-2,3,33,0,0,27,0,0
CO,1803,LAX,EWR,2454,5,27,10,2006,306,325,45,26,12,22,0,0,19,0,26
US,804,PHL,BOS,280,2,27,6,2006,83,118,37,2,5,64,0,0,37,0,0
UA,677,LGA,ORD,733,3,24,11,2004,156,185,21,-8,5,39,0,0,21,0,0
AA,1973,MSY,DFW,448,6,12,8,2006,93,112,27,8,35,7,0,8,19,0,0
YV,7337,IAD,CHS,441,5,13,4,2007,103,100,22,25,9,18,22,0,0,0,0
YV,2626,CLT,JFK,541,4,27,3,2008,114,133,19,0,8,29,0,0,19,0,0
US,1842,MCO,CLT,468,2,28,10,2008,96,106,20,10,5,17,10,0,10,0,0
FL,314,ATL,CLT,227,1,24,4,2006,62,61,15,16,6,20,15,0,0,0,0
NW,1434,MSP,ATL,906,1,17,5,2004,150,171,21,0,14,22,0,0,21,0,0
OH,4944,BOS,GSO,645,4,26,5,2005,124,120,41,45,5,25,41,0,0,0,0
OO,5930,SFO,PSP,421,7,7,12,2008,81,89,23,15,5,18,0,0,8,0,15
F9,436,DEN,OMA,472,2,13,2,2007,85,97,25,13,7,28,0,0,12,0,13
MQ,3737,DFW,LIT,304,4,2,6,2005,72,62,60,70,3,15,9,0,0,0,51
FL,484,ATL,BWI,576,1,2,1,2006,107,101,47,53,6,13,47,0,0,0,0
NW,181,MEM,LAX,1619,6,18,2,2006,246,284,51,13,10,21,0,0,51,0,0
US,992,MCO,PHL,861,6,16,8,2003,145,166,218,197,9,17,0,130,21,0,67
UA,761,DEN,SFO,967,6,7,7,2007,150,172,31,9,6,14,0,9,22,0,0
HP,624,OAK,PHX,646,3,25,5,2005,111,116,36,31,4,15,0,0,5,0,31
UA,1463,ORD,LAS,1515,2,6,11,2007,244,249,22,17,9,18,17,0,5,0,0
WN,2099,MDW,HOU,937,3,6,6,2007,155,138,96,113,5,9,0,0,0,0,96
UA,160,DEN,PHL,1557,2,19,9,2006,211,229,112,94,14,30,0,0,112,0,0
DL,2066,JFK,PBI,1028,6,26,2,2005,176,179,64,61,5,26,0,0,3,0,61
UA,740,DEN,CMH,1155,2,10,1,2006,159,151,69,77,2,9,0,0,0,0,69
AA,2454,DFW,OKC,175,1,7,5,2007,55,54,16,17,5,11,0,0,0,0,16
B6,402,SJU,JFK,1597,2,23,11,2004,235,228,163,170,4,10,163,0,0,0,0
MQ,4269,ORD,CVG,264,3,22,10,2008,75,75,29,29,5,23,29,0,0,0,0
OO,6994,SGF,ORD,438,4,26,10,2006,93,124,363,332,5,54,0,0,363,0,0
WN,1809,OAK,SEA,671,4,8,4,2004,110,120,15,5,10,10,0,0,15,0,0
CO,1138,DFW,EWR,1372,7,4,2,2007,215,202,61,74,9,26,0,0,61,0,0
AA,1847,DFW,DEN,641,3,10,12,2008,125,122,46,49,8,14,0,37,0,0,9
MQ,3929,ORD,MLI,139,6,5,3,2005,49,70,21,0,3,41,0,0,21,0,0
MQ,3960,ORD,BNA,409,3,10,5,2006,86,104,20,2,6,37,0,0,20,0,0
UA,1443,DEN,ONT,819,5,7,1,2005,131,144,61,48,3,10,48,0,13,0,0
EV,4753,IAH,CVG,871,6,14,4,2007,145,127,17,35,7,17,17,0,0,0,0
B6,1,JFK,FLL,1069,1,27,6,2005,165,195,45,15,4,39,8,0,37,0,0
UA,39,LAX,OGG,2486,4,28,4,2005,347,363,16,0,5,12,0,0,16,0,0
AS,191,SEA,ANC,1449,3,31,8,2005,207,215,18,10,8,11,10,0,8,0,0
WN,3750,HOU,MSY,303,2,22,7,2008,65,56,21,30,3,6,20,0,0,0,1
OO,6468,SFO,SMF,86,5,16,1,2004,42,42,33,33,4,16,0,0,0,0,33
DL,1801,MSP,ATL,906,5,18,1,2008,148,164,15,-1,6,34,0,0,15,0,0
NW,326,LAX,DTW,1979,5,21,5,2004,257,241,67,83,10,11,3,0,0,0,64
WN,3398,MHT,BWI,377,2,5,2,2008,95,84,24,35,1,9,4,0,0,0,20
YV,7167,IAD,CAE,401,5,19,1,2007,84,97,33,20,5,25,0,0,0,0,33
XE,2315,LGA,CLE,418,2,16,1,2007,103,128,27,2,6,46,0,0,27,0,0
9E,2160,IND,RDU,489,2,16,12,2008,105,107,41,39,6,29,0,0,2,0,39
OO,6041,GJT,DEN,212,2,8,7,2008,64,85,94,73,12,33,0,73,21,0,0
WN,1191,SJC,BUR,296,7,22,10,2006,60,60,34,34,1,10,34,0,0,0,0
XE,2473,BTR,IAH,253,2,12,2,2008,70,70,149,149,9,12,0,0,0,0,149
AA,1890,LAX,ORD,1745,4,4,12,2008,235,213,83,105,5,12,7,0,0,0,76
WN,908,SMF,LAS,397,3,26,12,2007,75,71,22,26,6,8,0,0,7,0,15
XE,2653,LCH,IAH,127,1,29,8,2005,50,64,34,20,8,28,0,0,14,0,20
CO,44,MIA,EWR,1086,1,22,5,2006,185,196,40,29,10,30,0,29,11,0,0
DL,787,CVG,SEA,1964,2,31,7,2007,285,307,19,-3,37,13,0,0,19,0,0
OH,5349,CVG,SAT,1024,6,17,12,2005,182,195,18,5,3,16,5,0,13,0,0
NW,1085,EWR,MSP,1008,2,8,3,2005,178,198,35,15,9,45,0,15,20,0,0
FL,106,DFW,ATL,732,4,15,12,2005,127,240,153,40,10,24,0,0,113,0,40
EV,4196,ATL,HSV,151,6,22,9,2007,59,54,125,130,6,16,19,0,0,0,106
OO,3766,SLE,SLC,628,7,30,3,2008,120,142,16,-6,4,38,0,0,16,0,0
F9,538,MDW,DEN,895,1,6,8,2007,149,161,24,12,10,23,0,0,12,0,12
